Note: You are using GPU for training
Dataset: Reuters
No. of target classes: 90
No. of train instances 5827
No. of dev instances 1943
No. of test instances 3019
  8802    13      4491   111/365        30% 0.018609      68.6374
  8810    13      4501   121/365        33% 0.002400      69.5248
  8821    13      4511   131/365        36% 0.031702      69.6565
  8838    13      4521   141/365        39% 0.028351      69.2376
  8859    13      4531   151/365        41% 0.004157      68.2119
  8865    13      4541   161/365        44% 0.043203      68.2065
  8886    13      4551   171/365        47% 0.047464      67.3977
  8897    13      4561   181/365        50% 0.017713      67.5069
  8910    13      4571   191/365        52% 0.015029      67.7029
  8941    13      4581   201/365        55% 0.027929      67.3197
  8952    13      4591   211/365        58% 0.005037      67.4467
  8962    13      4601   221/365        61% 0.057919      67.4208
  8976    13      4611   231/365        63% 0.018705      67.2619
  8986    13      4621   241/365        66% 0.003433      67.6608
  8994    13      4631   251/365        69% 0.011318      67.5797
  9011    13      4641   261/365        72% 0.037475      67.4569
  9027    13      4651   271/365        74% 0.098371      67.0664
  9053    13      4661   281/365        77% 0.009499      66.9706
  9068    13      4671   291/365        80% 0.038246      66.8170
